"Nanten Column Density" "Mopra Brightness Temp" "Nanten error" "Mopra Error"
2.05 -7.55373 0.665640235470275 3.1333333333333333
4.27 11.7412 0.665640235470275 3.1333333333333333
5.29 15.0893 0.665640235470275 3.1333333333333333
2.07 -4.23474 0.665640235470275 3.1333333333333333
1.96 -6.42535 0.665640235470275 3.1333333333333333
4.02 7.78606 0.665640235470275 3.1333333333333333
2.65 8.86729 0.665640235470275 3.1333333333333333
4.54 8.80338 0.665640235470275 3.1333333333333333
1.56 21.2884 0.665640235470275 3.1333333333333333
3.81 10.5846 0.665640235470275 3.1333333333333333
4.36 14.8317 0.665640235470275 3.1333333333333333
3.47 12.4439 0.665640235470275 3.1333333333333333
2.0 11.8071 0.665640235470275 3.1333333333333333
2.74 8.57262 0.665640235470275 3.1333333333333333
4.54 7.67371 0.665640235470275 3.1333333333333333
1.07 12.55 0.665640235470275 3.1333333333333333
1.19 -0.8787 0.665640235470275 3.1333333333333333
3.08 9.68678 0.665640235470275 3.1333333333333333
10.89 31.0983 0.665640235470275 3.1333333333333333
5.89 25.4156 0.665640235470275 3.1333333333333333
5.62 13.0115 0.665640235470275 3.1333333333333333
5.19 18.0082 0.665640235470275 3.1333333333333333
3.53 17.6725 0.665640235470275 3.1333333333333333
4.58 16.1628 0.665640235470275 3.1333333333333333
3.6 13.7447 0.665640235470275 3.1333333333333333
1.68 2.68556 0.665640235470275 3.1333333333333333
5.16 15.3493 0.665640235470275 3.1333333333333333
3.92 3.77026 0.665640235470275 3.1333333333333333
2.02 -6.54765 0.665640235470275 3.1333333333333333
2.12 1.33695 0.665640235470275 3.1333333333333333
3.45 12.2946 0.665640235470275 3.1333333333333333
2.32 7.31196 0.665640235470275 3.1333333333333333
1.4 8.61363 0.665640235470275 3.1333333333333333
6.1 14.4957 0.665640235470275 3.1333333333333333
4.06 7.95979 0.665640235470275 3.1333333333333333
2.35 18.5603 0.665640235470275 3.1333333333333333
0.2 8.88307 0.665640235470275 3.1333333333333333
0.64 -6.03717 0.665640235470275 3.1333333333333333
0.77 -10.2511 0.665640235470275 3.1333333333333333
0.31 4.2765 0.665640235470275 3.1333333333333333
0.07 -7.9079 0.665640235470275 3.1333333333333333
1.52 0.936462 0.665640235470275 3.1333333333333333
1.35 7.64976 0.665640235470275 3.1333333333333333
0.78 4.138 0.665640235470275 3.1333333333333333
2.26 5.739 0.665640235470275 3.1333333333333333
1.6 -10.3659 0.665640235470275 3.1333333333333333
4.07 10.5884 0.665640235470275 3.1333333333333333
2.18 3.84936 0.665640235470275 3.1333333333333333
1.36 -4.16292 0.665640235470275 3.1333333333333333
2.33 -2.25408 0.665640235470275 3.1333333333333333
3.95 5.60222 0.665640235470275 3.1333333333333333
3.03 1.68846 0.665640235470275 3.1333333333333333
0.16 -3.31485 0.665640235470275 3.1333333333333333
0.77 7.30458 0.665640235470275 3.1333333333333333
0.67 2.0092 0.665640235470275 3.1333333333333333
1.1 2.02573 0.665640235470275 3.1333333333333333
3.26 14.3799 0.665640235470275 3.1333333333333333
1.02 -9.52825 0.665640235470275 3.1333333333333333
1.38 12.2141 0.665640235470275 3.1333333333333333
1.49 12.2991 0.665640235470275 3.1333333333333333
0.48 -2.34189 0.665640235470275 3.1333333333333333
0.33 0.0650816 0.665640235470275 3.1333333333333333
1.05 0.0428372 0.665640235470275 3.1333333333333333
4.04 15.065 0.665640235470275 3.1333333333333333
1.17 6.77235 0.665640235470275 3.1333333333333333
3.89 19.6706 0.665640235470275 3.1333333333333333
2.32 13.475 0.665640235470275 3.1333333333333333
3.02 4.04696 0.665640235470275 3.1333333333333333
2.43 17.7652 0.665640235470275 3.1333333333333333
1.53 13.2546 0.665640235470275 3.1333333333333333
3.01 5.55235 0.665640235470275 3.1333333333333333
1.66 8.65831 0.665640235470275 3.1333333333333333
7.92 19.8316 0.665640235470275 3.1333333333333333
10.69 32.758 0.665640235470275 3.1333333333333333
5.81 19.2954 0.665640235470275 3.1333333333333333
4.57 23.0171 0.665640235470275 3.1333333333333333
8.11 24.0308 0.665640235470275 3.1333333333333333
7.02 21.7173 0.665640235470275 3.1333333333333333
1.29 2.0216 0.665640235470275 3.1333333333333333
5.13 23.6912 0.665640235470275 3.1333333333333333
4.46 2.54622 0.665640235470275 3.1333333333333333
7.38 27.0024 0.665640235470275 3.1333333333333333
10.37 32.9536 0.665640235470275 3.1333333333333333
5.71 10.4798 0.665640235470275 3.1333333333333333
6.67 14.088 0.665640235470275 3.1333333333333333
6.8 11.1537 0.665640235470275 3.1333333333333333
7.11 24.5144 0.665640235470275 3.1333333333333333
5.06 17.8096 0.665640235470275 3.1333333333333333
3.5 10.6324 0.665640235470275 3.1333333333333333
3.64 8.96786 0.665640235470275 3.1333333333333333
2.14 -0.227374 0.665640235470275 3.1333333333333333
2.15 9.42287 0.665640235470275 3.1333333333333333
3.35 2.67446 0.665640235470275 3.1333333333333333
2.02 5.8013 0.665640235470275 3.1333333333333333
3.64 7.3384 0.665640235470275 3.1333333333333333
1.33 -8.35218 0.665640235470275 3.1333333333333333
0.5 2.49364 0.665640235470275 3.1333333333333333
1.23 -2.86836 0.665640235470275 3.1333333333333333
0.45 1.33593 0.665640235470275 3.1333333333333333
4.24 14.577 0.665640235470275 3.1333333333333333
1.42 -8.16489 0.665640235470275 3.1333333333333333
0.83 -2.10488 0.665640235470275 3.1333333333333333
0.74 -4.32758 0.665640235470275 3.1333333333333333
